,data size,granules number,relation type,ksi,accuracy
392,5000,50,g,0.65,0.5518
393,5000,50,g,0.7,0.5518
394,5000,50,g,0.75,0.5352
395,5000,50,g,0.8,0.5352
396,5000,50,g,0.85,0.431
397,5000,50,g,0.9,0.6128
398,5000,50,g,0.95,0.5312
399,5000,100,t,0.05,0.5204
400,5000,100,t,0.1,0.5204
401,5000,100,t,0.15,0.4244
402,5000,100,t,0.2,0.506
403,5000,100,t,0.25,0.4244
404,5000,100,t,0.3,0.4388
405,5000,100,t,0.35,0.4244
406,5000,100,t,0.4,0.4244
407,5000,100,t,0.45,0.5204
408,5000,100,t,0.5,0.5996
409,5000,100,t,0.55,0.506
410,5000,100,t,0.6,0.506
411,5000,100,t,0.65,0.4388
412,5000,100,t,0.7,0.4388
413,5000,100,t,0.75,0.4388
414,5000,100,t,0.8,0.506
415,5000,100,t,0.85,0.5198
416,5000,100,t,0.9,0.5198
417,5000,100,t,0.95,0.5198
418,5000,100,e,0.05,0.5204
419,5000,100,e,0.1,0.5204
420,5000,100,e,0.15,0.506
421,5000,100,e,0.2,0.4244
422,5000,100,e,0.25,0.4388
423,5000,100,e,0.3,0.4244
424,5000,100,e,0.35,0.4244
425,5000,100,e,0.4,0.5996
426,5000,100,e,0.45,0.506
427,5000,100,e,0.5,0.4388
428,5000,100,e,0.55,0.506
429,5000,100,e,0.6,0.5198
430,5000,100,e,0.65,0.4504
431,5000,100,e,0.7,0.4466
432,5000,100,e,0.75,0.4388
433,5000,100,e,0.8,0.5392
434,5000,100,e,0.85,0.5496
435,5000,100,e,0.9,0.6108
436,5000,100,e,0.95,0.428
437,5000,100,g,0.05,0.4244
438,5000,100,g,0.1,0.5204
439,5000,100,g,0.15,0.4388
440,5000,100,g,0.2,0.4504
441,5000,100,g,0.25,0.4388
442,5000,100,g,0.3,0.5198
443,5000,100,g,0.35,0.5198
444,5000,100,g,0.4,0.5198
445,5000,100,g,0.45,0.5198
446,5000,100,g,0.5,0.4466
447,5000,100,g,0.55,0.4388
448,5000,100,g,0.6,0.4388
449,5000,100,g,0.65,0.5356
450,5000,100,g,0.7,0.5496
451,5000,100,g,0.75,0.5392
452,5000,100,g,0.8,0.4648
453,5000,100,g,0.85,0.516
454,5000,100,g,0.9,0.5356
455,5000,100,g,0.95,0.4842
456,5000,200,t,0.05,0.5424
457,5000,200,t,0.1,0.5424
458,5000,200,t,0.15,0.5424
459,5000,200,t,0.2,0.5424
460,5000,200,t,0.25,0.5424
461,5000,200,t,0.3,0.5424
462,5000,200,t,0.35,0.5226
463,5000,200,t,0.4,0.4668
464,5000,200,t,0.45,0.547
465,5000,200,t,0.5,0.5176
466,5000,200,t,0.55,0.4538
467,5000,200,t,0.6,0.5264
468,5000,200,t,0.65,0.6086
469,5000,200,t,0.7,0.4946
470,5000,200,t,0.75,0.5714
471,5000,200,t,0.8,0.3702
472,5000,200,t,0.85,0.438
473,5000,200,t,0.9,0.5298
